1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
2291, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2292, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2293, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2294, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2295, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
2296, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2297, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
2298, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2299, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
2300, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
2301, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2302, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2303, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
2304, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
2305, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
2306, ocean, minecraft:cold_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
2307, ocean, minecraft:cold_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
2308, ocean, minecraft:cold_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
2309, ocean, minecraft:cold_ocean, MONSTER, geode:irongeode, 40, 1, 1
2310, ocean, minecraft:cold_ocean, MONSTER, geode:goldgeode, 35, 1, 1
2311, ocean, minecraft:cold_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
2312, ocean, minecraft:cold_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
2313, ocean, minecraft:cold_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
2314, ocean, minecraft:cold_ocean, MONSTER, geode:coalgeode, 50, 1, 1
2315, ocean, minecraft:cold_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
2316, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
2317, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
2318, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
2319, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2320, ocean, minecraft:cold_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2321, ocean, minecraft:cold_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2322, ocean, minecraft:cold_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
2323, ocean, minecraft:cold_ocean, MONSTER, upgrade_aquatic:thrasher, 80, 1, 2
2324, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2325, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2326, ocean, minecraft:cold_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
2327, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2328, ocean, minecraft:cold_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
2329, ocean, minecraft:cold_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
2330, ocean, minecraft:cold_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
2331, ocean, minecraft:cold_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
2332, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
2333, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2334, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
2335, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2336, ocean, minecraft:cold_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
2337, ocean, minecraft:cold_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
2338, ocean, minecraft:cold_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
2339, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
2340, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
2341, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
2342, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
2343, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
2344, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
2345, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
2346, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
2347, ocean, minecraft:cold_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
2348, ocean, minecraft:cold_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
2349, ocean, minecraft:cold_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
2350, ocean, minecraft:cold_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
2351, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
2352, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2353, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2354, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2355, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2356, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
2357, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2358, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2359, ocean, minecraft:deep_warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2360, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
2361, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
2362, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2363, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2364, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
2365, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
2366, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
2367, ocean, minecraft:deep_warm_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
2368, ocean, minecraft:deep_warm_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
2369, ocean, minecraft:deep_warm_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
2370, ocean, minecraft:deep_warm_ocean, MONSTER, geode:irongeode, 40, 1, 1
2371, ocean, minecraft:deep_warm_ocean, MONSTER, geode:goldgeode, 35, 1, 1
2372, ocean, minecraft:deep_warm_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
2373, ocean, minecraft:deep_warm_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
2374, ocean, minecraft:deep_warm_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
2375, ocean, minecraft:deep_warm_ocean, MONSTER, geode:coalgeode, 50, 1, 1
2376, ocean, minecraft:deep_warm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
2377, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
2378, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
2379, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
2380, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2381, ocean, minecraft:deep_warm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2382, ocean, minecraft:deep_warm_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2383, ocean, minecraft:deep_warm_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
2384, ocean, minecraft:deep_warm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2385, ocean, minecraft:deep_warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2386, ocean, minecraft:deep_warm_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
2387, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2388, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2389, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
2390, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
2391, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
2392, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
2393, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
2394, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
2395, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 10, 2, 3
2396, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
2397, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
2398, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
2399, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
2400, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, betteranimalsplus:squid_colossal, 10, 1, 1
2401, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, betteranimalsplus:squid_giant, 10, 1, 1
2402, ocean, minecraft:deep_warm_ocean, WATER_CREATURE, betteranimalsplus:octopus, 10, 1, 3
2403, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2404, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
2405, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
2406, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
2407, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
2408, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
2409, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
2410, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
2411, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 15, 1, 1
2412, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
2413, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
2414, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
2415, ocean, minecraft:deep_warm_ocean, WATER_AMBIENT, betteranimalsplus:eel_saltwater, 10, 1, 3
2416, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
2417, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2418, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2419, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2420, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2421, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
2422, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2423, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2424, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2425, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
2426, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
2427, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2428, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2429, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
2430, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
2431, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
2432, ocean, minecraft:deep_lukewarm_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
2433, ocean, minecraft:deep_lukewarm_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
2434, ocean, minecraft:deep_lukewarm_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
2435, ocean, minecraft:deep_lukewarm_ocean, MONSTER, geode:irongeode, 40, 1, 1
2436, ocean, minecraft:deep_lukewarm_ocean, MONSTER, geode:goldgeode, 35, 1, 1
2437, ocean, minecraft:deep_lukewarm_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
2438, ocean, minecraft:deep_lukewarm_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
2439, ocean, minecraft:deep_lukewarm_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
2440, ocean, minecraft:deep_lukewarm_ocean, MONSTER, geode:coalgeode, 50, 1, 1
2441, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
2442, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
2443, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
2444, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
2445, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2446, ocean, minecraft:deep_lukewarm_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2447, ocean, minecraft:deep_lukewarm_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2448, ocean, minecraft:deep_lukewarm_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
2449, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2450, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2451, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
2452, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2453, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2454, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
2455, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
2456, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
2457, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
2458, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2459, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
2460, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2461, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
2462, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
2463, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
2464, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
2465, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, betteranimalsplus:squid_colossal, 10, 1, 1
2466, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, betteranimalsplus:squid_giant, 10, 1, 1
2467, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, betteranimalsplus:octopus, 10, 1, 3
2468, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
2469, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
2470, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2471, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
2472, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
2473, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
2474, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
2475, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, abyssaldepths:fairy_basslet, 10, 1, 4
2476, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, abyssaldepths:masked_butterflyfish, 10, 2, 5
2477, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, abyssaldepths:raccoon_butterflyfish, 10, 3, 5
2478, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
2479, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
2480, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
2481, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
2482, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
2483, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
2484, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
2485, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2486, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
2487, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
2488, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
2489, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2490, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
2491, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2492, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:wraith, 10, 1, 1
2493, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
2494, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2495, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:sunken_skeleton, 10, 1, 1
2496, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:wavewhisperer, 10, 1, 1
2497, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:quick_growing_anemone, 10, 1, 1
2498, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:poison_anemone, 10, 1, 1
2499, ocean, minecraft:deep_cold_ocean, MONSTER, geode:redstonegeode, 30, 1, 1
2500, ocean, minecraft:deep_cold_ocean, MONSTER, geode:quartzgeode, 45, 1, 1
2501, ocean, minecraft:deep_cold_ocean, MONSTER, geode:lapisgeode, 35, 1, 1
2502, ocean, minecraft:deep_cold_ocean, MONSTER, geode:irongeode, 40, 1, 1
2503, ocean, minecraft:deep_cold_ocean, MONSTER, geode:goldgeode, 35, 1, 1
2504, ocean, minecraft:deep_cold_ocean, MONSTER, geode:glowstonegeode, 45, 1, 1
2505, ocean, minecraft:deep_cold_ocean, MONSTER, geode:emeraldgeode, 45, 1, 1
2506, ocean, minecraft:deep_cold_ocean, MONSTER, geode:diamondgeode, 25, 1, 1
2507, ocean, minecraft:deep_cold_ocean, MONSTER, geode:coalgeode, 50, 1, 1
2508, ocean, minecraft:deep_cold_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
2509, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
2510, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
2511, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:armored_drowned, 10, 1, 1
2512, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2513, ocean, minecraft:deep_cold_ocean, MONSTER, dungeons_mobs:armored_sunken_skeleton, 10, 1, 1
2514, ocean, minecraft:deep_cold_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
2515, ocean, minecraft:deep_cold_ocean, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
2516, ocean, minecraft:deep_cold_ocean, MONSTER, upgrade_aquatic:thrasher, 80, 1, 2
2517, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
2518, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2519, ocean, minecraft:deep_cold_ocean, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
2520, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
2521, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, abyssaldepths:sailfish, 10, 1, 5
2522, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, abyssaldepths:sea_serpent, 10, 1, 1
2523, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, abyssaldepths:seahorse, 10, 1, 3
2524, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, abyssaldepths:swordfish, 10, 1, 4
2525, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
2526, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2527, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
2528, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
2529, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
2530, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
2531, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, upgrade_aquatic:glow_squid, 10, 1, 1
2532, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
2533, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
2534, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, betteranimalsplus:squid_colossal, 10, 1, 1
2535, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, betteranimalsplus:squid_giant, 10, 1, 1
2536, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
2537, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
2538, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, abyssaldepths:blackcap_basslet, 10, 1, 4
2539, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, abyssaldepths:butterflyfish, 10, 2, 5
2540, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, abyssaldepths:clownfish, 10, 2, 3
2541, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, abyssaldepths:fish, 10, 3, 5
